"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2015",2798.111,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2015",2352.568,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2015",2915.882,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2014",3226.406,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2014",2695.215,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2014",3379.218,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2014",3631.928,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2014",3033.324,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2014",3815.129,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2014",2774.921,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2014",2277.65,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2014",2908.102,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2023",3484.47,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2023",3217.352,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2023",3612.305,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2023",3914.11,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2023",3644.878,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2023",4034.95,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2023",3086.592,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2023",2852.897,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2023",3205.129,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2022",3186.844,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2022",2995.626,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2022",3281.16,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2022",3528.847,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2022",3284.843,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2022",3645.054,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2022",2864.216,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2022",2734.897,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2022",2930.12,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2021",3240.816,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2021",3068.602,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2021",3330.972,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2021",3564.116,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2021",3340.098,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2021",3683.459,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2021",2922.831,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2021",2795.409,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2021",2988.395,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2020",3183.385,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2020",2782.905,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2020",3332.636,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2020",3563.844,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2020",3071.99,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2020",3752.355,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2020",2817.048,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2020",2493.102,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2020",2934.523,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2019",2802.994,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2019",2496.327,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2019",2922.063,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2019",3121.527,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2019",2725.264,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2019",3283.792,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2019",2499.976,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2019",2261.43,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2019",2587.919,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2018",2673.813,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2018",2410.233,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2018",2783.915,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2018",3008.314,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2018",2706.205,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2018",3141.652,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2018",2351.735,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2018",2102.426,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2018",2450.381,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2017",2444.802,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2017",2325.012,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2017",2518.122,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2017",2761.249,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2017",2651.448,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2017",2830.754,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2017",2143.18,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2017",2000.869,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2017",2227.512,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2016",2478.915,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2016",2347.151,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2016",2555.591,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2016",2887.344,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2016",2738.619,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2016",2975.71,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2016",2087.317,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2016",1961.985,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2016",2158.8,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2015",2370.607,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2015",2268.327,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2015",2431.666,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2015",2740.887,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2015",2586.579,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2015",2838.927,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2015",2017.757,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Rural","Currency: 2021 PPP $","2015",1940.883,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: Urban","Currency: 2021 PPP $","2015",2060.965,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: National","Currency: 2021 PPP $","2014",2338.197,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Rural","Currency: 2021 PPP $","2014",2247.325,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Total","Area type: Urban","Currency: 2021 PPP $","2014",2391.821,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: National","Currency: 2021 PPP $","2014",2819.891,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Rural","Currency: 2021 PPP $","2014",2658.882,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Male","Area type: Urban","Currency: 2021 PPP $","2014",2919.904,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and rural / urban areas","Female","Area type: National","Currency: 2021 PPP $","2014",1891.978,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
